,userId,active,createdDate,lastLogin,role,signUpSource,state
173,6000d4abe2571211db395b5c,True,2021-01-14 23:32:59.197,2021-01-14 23:32:59.248,consumer,Email,WI
174,600056d6bd4dff11dda90a3f,True,2021-01-14 14:36:06.157,2021-01-14 14:36:06.208,consumer,Email,WI
175,60005704bd4dff11dda90a9d,True,2021-01-14 14:36:52.368,2021-01-14 14:36:52.418,consumer,Email,WI
176,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
177,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
178,600056a3f7e5b011fce897b0,True,2021-01-14 14:35:15.207,2021-01-14 14:37:10.767,consumer,Email,WI
179,60005709bd4dff11dda90ac1,True,2021-01-14 14:36:57.988,2021-01-14 14:36:58.051,consumer,Email,WI
180,6002475cfb296c121a81b98d,True,2021-01-16 01:54:36.571,,consumer,Email,WI
181,60024f24e257124ec6b99a13,True,2021-01-16 02:27:49.345,,consumer,Email,WI
182,60037329e257124ec6b99eeb,True,2021-01-16 23:13:45.574,,consumer,Email,WI
183,6000b75bbe5fc96dfee1d4d3,True,2021-01-14 21:27:55.938,,consumer,Email,AL
184,6002541ae257124ec6b99a3a,True,2021-01-16 02:48:58.736,,consumer,Email,WI
185,6000b75bbe5fc96dfee1d4d3,True,2021-01-14 21:27:55.938,,consumer,Email,AL
186,600258dafb296c4ef805d9b7,True,2021-01-16 03:09:14.959,,consumer,Email,WI
187,60025c65fb296c4ef805d9e6,True,2021-01-16 03:24:21.980,,consumer,Email,WI
188,60037005e257124ec6b99ec2,True,2021-01-16 23:00:21.504,,consumer,Email,WI
189,60025c65fb296c4ef805d9e6,True,2021-01-16 03:24:21.980,,consumer,Email,WI
190,6000b75bbe5fc96dfee1d4d3,True,2021-01-14 21:27:55.938,,consumer,Email,AL
191,6000b75bbe5fc96dfee1d4d3,True,2021-01-14 21:27:55.938,,consumer,Email,AL
192,60025c65fb296c4ef805d9e6,True,2021-01-16 03:24:21.980,,consumer,Email,WI
193,6000b75bbe5fc96dfee1d4d3,True,2021-01-14 21:27:55.938,,consumer,Email,AL
194,6000b75bbe5fc96dfee1d4d3,True,2021-01-14 21:27:55.938,,consumer,Email,AL
195,60023de5fb296c121a81b955,True,2021-01-16 01:14:13.653,,consumer,Email,CO
196,6002541ae257124ec6b99a3a,True,2021-01-16 02:48:58.736,,consumer,Email,WI
197,60049cdce257124ec6b9a353,True,2021-01-17 20:23:56.994,,consumer,Email,WI
198,60025fe0e257124ec6b99a87,True,2021-01-16 03:39:13.154,,consumer,Email,WI
199,600498c4e257124ec6b9a331,True,2021-01-17 20:06:29.321,,consumer,Email,WI
200,6004a5d3fb296c4ef805e256,True,2021-01-17 21:02:11.432,,consumer,Email,WI
201,60037a94fb296c4ef805ddbe,True,2021-01-16 23:45:25.319,,consumer,Email,WI
202,600495c3fb296c4ef805e1fc,True,2021-01-17 19:53:39.356,,consumer,Email,WI
203,6004a965e257124ec6b9a39f,True,2021-01-17 21:17:25.327,,consumer,Email,WI
